id_unique,nom,source,fans,genre,image_url,url_deezer,date_collecte
chien noir_deezer,chien noir,Deezer,8139,Non spécifié,https://cdn-images.dzcdn.net/images/artist/acfe2b67bc68e435294ca85ff740aac9/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13217707,2026-01-24 08:18:21
FRENSHIP_deezer,FRENSHIP,Deezer,8028,Non spécifié,https://cdn-images.dzcdn.net/images/artist/a0a6907702cda57f64b14b3c7814857c/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5145267,2026-01-24 08:18:21
The Doug_deezer,The Doug,Deezer,8048,Non spécifié,https://cdn-images.dzcdn.net/images/artist/f5d8331a4e950576334651c6e57aaae8/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6579627,2026-01-24 08:18:22
Mariah the Scientist_deezer,Mariah the Scientist,Deezer,18501,Non spécifié,https://cdn-images.dzcdn.net/images/artist/a74256d5378cd81d95a63c2892951a9d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/70986422,2026-01-24 08:18:22
Hollydays_deezer,Hollydays,Deezer,7936,Non spécifié,https://cdn-images.dzcdn.net/images/artist/7bbd5604e602a9eacb263245ee325f3e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4328434,2026-01-24 08:18:23
P.R2B_deezer,P.R2B,Deezer,8063,Non spécifié,https://cdn-images.dzcdn.net/images/artist/33ffd46d10f1dcac9e273807eb85ff46/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13909493,2026-01-24 08:18:23
Typh Barrow_deezer,Typh Barrow,Deezer,7740,Non spécifié,https://cdn-images.dzcdn.net/images/artist/b10663428c3ee8104de0417062648fce/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5641260,2026-01-24 08:18:24
Justin(e)_deezer,Justin(e),Deezer,7684,Non spécifié,https://cdn-images.dzcdn.net/images/artist/fccb4f0f993a4aa8290f03331d91b8dc/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1670514,2026-01-24 08:18:24
Zesau_deezer,Zesau,Deezer,7593,Non spécifié,https://cdn-images.dzcdn.net/images/artist/4c2c86ef5d6e04fd8d83d5ea7e048a82/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/69076,2026-01-24 08:18:24
Koma_deezer,Koma,Deezer,7601,Non spécifié,https://cdn-images.dzcdn.net/images/artist/95cb8dea1313f2ff329d6ead820f4a53/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/2215,2026-01-24 08:18:25
Dombrance_deezer,Dombrance,Deezer,7518,Non spécifié,https://cdn-images.dzcdn.net/images/artist/ca440a1a2ad8a9c06c2b3fb5b34544b2/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10017,2026-01-24 08:18:25
Zélie_deezer,Zélie,Deezer,17732,Non spécifié,https://cdn-images.dzcdn.net/images/artist/a58c9a4701bd6ae11b244b805e6013c5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5435777,2026-01-24 08:18:26
Jimmy Whoo_deezer,Jimmy Whoo,Deezer,7340,Non spécifié,https://cdn-images.dzcdn.net/images/artist/ec4b3a65cbe1a6ff38bcb0218d212895/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/445220,2026-01-24 08:18:26
Camel Power Club_deezer,Camel Power Club,Deezer,7225,Non spécifié,https://cdn-images.dzcdn.net/images/artist/f88bdfab133e3f87e106da6ae011935a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6760749,2026-01-24 08:18:27
Pi Ja Ma_deezer,Pi Ja Ma,Deezer,7380,Non spécifié,https://cdn-images.dzcdn.net/images/artist/56e90c9c30247e647e7514c71ecc4318/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10339096,2026-01-24 08:18:27
Cheba Maria_deezer,Cheba Maria,Deezer,7024,Non spécifié,https://cdn-images.dzcdn.net/images/artist/f1ca09cbdf5418b513f54175776a7613/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/56048,2026-01-24 08:18:27
Parmalee_deezer,Parmalee,Deezer,7030,Non spécifié,https://cdn-images.dzcdn.net/images/artist/245eedf5ea0357a19616656e9813614d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/395967,2026-01-24 08:18:28
Cate Le Bon_deezer,Cate Le Bon,Deezer,6956,Non spécifié,https://cdn-images.dzcdn.net/images/artist/0cfe913b2401bb8f424e69f8aedb7c39/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/288658,2026-01-24 08:18:28
Ravyn Lenae_deezer,Ravyn Lenae,Deezer,17236,Non spécifié,https://cdn-images.dzcdn.net/images/artist/4d50b0c9141ab20606f9bca27f5f83c7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/8973774,2026-01-24 08:18:29
LE NOISEUR_deezer,LE NOISEUR,Deezer,6844,Non spécifié,https://cdn-images.dzcdn.net/images/artist/a01720b82e7a642aeb2a7742aaccc2da/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5841997,2026-01-24 08:18:29
Cween_deezer,Cween,Deezer,6776,Non spécifié,https://cdn-images.dzcdn.net/images/artist/6c94772a88c3bbc9b367ed8b47ed6bf8/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4346644,2026-01-24 08:18:30
Zaoui_deezer,Zaoui,Deezer,16870,Non spécifié,https://cdn-images.dzcdn.net/images/artist/02bddad93f0c24966861e6213de4461d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/164049927,2026-01-24 08:18:30
Amel Zen_deezer,Amel Zen,Deezer,6735,Non spécifié,https://cdn-images.dzcdn.net/images/artist/c87ece17d763e842f80e049fc5acc6bb/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5433412,2026-01-24 08:18:30
Poom_deezer,Poom,Deezer,6744,Non spécifié,https://cdn-images.dzcdn.net/images/artist/57e2c4bfae53a8530706389f2f7ec90e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1196685,2026-01-24 08:18:31
Nakk_deezer,Nakk,Deezer,16667,Non spécifié,https://cdn-images.dzcdn.net/images/artist/403310b890c82fa2b6930550e3c445c7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/89094,2026-01-24 08:18:31
Escobar Macson_deezer,Escobar Macson,Deezer,6596,Non spécifié,https://cdn-images.dzcdn.net/images/artist/8c70d8acb41299b2e3c93d993dae28d7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/80440,2026-01-24 08:18:32
Adrien Gallo_deezer,Adrien Gallo,Deezer,16505,Non spécifié,https://cdn-images.dzcdn.net/images/artist/de6ffd749cd0c7a266fae22c8f2a81f8/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4429709,2026-01-24 08:18:32
Charlene Soraia_deezer,Charlene Soraia,Deezer,6418,Non spécifié,https://cdn-images.dzcdn.net/images/artist/30ed9dc69d4b24c9464158be8a6df4b0/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/507710,2026-01-24 08:18:33
Darcy_deezer,Darcy,Deezer,6224,Non spécifié,https://cdn-images.dzcdn.net/images/artist/b1d0f6f79ae1a726a3d5f2b53da3a212/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/192002,2026-01-24 08:18:33
Adil El Miloudi_deezer,Adil El Miloudi,Deezer,6134,Non spécifié,https://cdn-images.dzcdn.net/images/artist/79da1a5ee4e099a42090a682df8bea03/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1243273,2026-01-24 08:18:33
La Clinique_deezer,La Clinique,Deezer,6174,Non spécifié,https://cdn-images.dzcdn.net/images/artist/4405835dd63eb5960ce6663fbceb5a04/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/16801,2026-01-24 08:18:34
220 KID_deezer,220 KID,Deezer,6110,Non spécifié,https://cdn-images.dzcdn.net/images/artist/e746f58c3a6e25a738b50f13551dd1e2/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/50577082,2026-01-24 08:18:34
Solano_deezer,Solano,Deezer,6009,Non spécifié,https://cdn-images.dzcdn.net/images/artist/c531cd2ae3988e1d79daff0e0b9e737f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/156385,2026-01-24 08:18:35
Lubiana_deezer,Lubiana,Deezer,16406,Non spécifié,https://cdn-images.dzcdn.net/images/artist/07a46963fc82424a5e781f95fe8bffcf/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5852263,2026-01-24 08:18:35
Reda City 16_deezer,Reda City 16,Deezer,5903,Non spécifié,https://cdn-images.dzcdn.net/images/artist/d61dc70523891ceb15fbdb5e46e1414a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/101621,2026-01-24 08:18:36
Master Sina_deezer,Master Sina,Deezer,15918,Non spécifié,https://cdn-images.dzcdn.net/images/artist/b84e24374607d1e2f407589f45703779/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10493231,2026-01-24 08:18:36
Tony Romera_deezer,Tony Romera,Deezer,15874,Non spécifié,https://cdn-images.dzcdn.net/images/artist/a09e76f5786d49b451007c605c22ad66/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/371669,2026-01-24 08:18:36
Rai_deezer,Rai,Deezer,5803,Non spécifié,https://cdn-images.dzcdn.net/images/artist/d695d1137fa8127e6721892eb615041b/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/808276,2026-01-24 08:18:37
Rusowsky_deezer,Rusowsky,Deezer,5840,Non spécifié,https://cdn-images.dzcdn.net/images/artist/7415fc22f7b047f0081910d7f9121b8e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/14547813,2026-01-24 08:18:37
Fixpen Sill_deezer,Fixpen Sill,Deezer,15702,Non spécifié,https://cdn-images.dzcdn.net/images/artist/b9235b104fa4e0416094e896575fe325/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5957408,2026-01-24 08:18:38
Laurie Darmon_deezer,Laurie Darmon,Deezer,15718,Non spécifié,https://cdn-images.dzcdn.net/images/artist/2df40e0a12ee3cdda21ebc1759e108f7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5439694,2026-01-24 08:18:38
Sheikh Abdul Basset Abdel Samad_deezer,Sheikh Abdul Basset Abdel Samad,Deezer,5575,Non spécifié,https://cdn-images.dzcdn.net/images/artist/192e87dc431acdac5da263bbc3d846d5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/388718,2026-01-24 08:18:39
ALP_deezer,ALP,Deezer,5561,Non spécifié,https://cdn-images.dzcdn.net/images/artist/9cee6908ee2accce107965f660690807/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/102608,2026-01-24 08:18:39
Bleu Toucan_deezer,Bleu Toucan,Deezer,5563,Non spécifié,https://cdn-images.dzcdn.net/images/artist/fe05b7cfd389fc6e7acfc557852c3aec/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7077683,2026-01-24 08:18:39
Janie_deezer,Janie,Deezer,15550,Non spécifié,https://cdn-images.dzcdn.net/images/artist/a59900fdd9cc7829e09d9ef8cc42c227/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/80978422,2026-01-24 08:18:40
Sen Senra_deezer,Sen Senra,Deezer,5538,Non spécifié,https://cdn-images.dzcdn.net/images/artist/9373dfbe5b0b59c2ff6e61b62d93d852/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7457468,2026-01-24 08:18:40
Max Styler_deezer,Max Styler,Deezer,5412,Non spécifié,https://cdn-images.dzcdn.net/images/artist/eb050be68c88feb90e8aa975c7aad42f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6469465,2026-01-24 08:18:41
Dabs_deezer,Dabs,Deezer,14679,Non spécifié,https://cdn-images.dzcdn.net/images/artist/b238d65a8f89cfe16378d41cab8a1035/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/275677,2026-01-24 08:18:41
Clio_deezer,Clio,Deezer,14392,Non spécifié,https://cdn-images.dzcdn.net/images/artist/81d8f76af2ba44d022d6f98ca629d720/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10154394,2026-01-24 08:18:41
Kiemsa_deezer,Kiemsa,Deezer,14290,Non spécifié,https://cdn-images.dzcdn.net/images/artist/eb476045d819b19dcca76abeefbf99ed/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/14277,2026-01-24 08:18:42
Sam Sauvage_deezer,Sam Sauvage,Deezer,14867,Non spécifié,https://cdn-images.dzcdn.net/images/artist/e6174443ceaec41d81335cd8b7b53d5c/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/101969182,2026-01-24 08:18:42
Ajar_deezer,Ajar,Deezer,13890,Non spécifié,https://cdn-images.dzcdn.net/images/artist/19db865c71284ea75c89caadb61b5ebc/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/3601941,2026-01-24 08:18:43
Dr. Yaro & La Folie_deezer,Dr. Yaro & La Folie,Deezer,13902,Non spécifié,https://cdn-images.dzcdn.net/images/artist/e814e6ea9694131fa50d40169f724111/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/53742712,2026-01-24 08:18:43
Ødyssey_deezer,Ødyssey,Deezer,13720,Non spécifié,https://cdn-images.dzcdn.net/images/artist/4c504965057eb865fb06a699306107b0/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/11488450,2026-01-24 08:18:44
St Graal_deezer,St Graal,Deezer,13793,Non spécifié,https://cdn-images.dzcdn.net/images/artist/6b8d9d3f2c325cfa53cc782b406199f5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13311053,2026-01-24 08:18:44
KDD_deezer,KDD,Deezer,13534,Non spécifié,https://cdn-images.dzcdn.net/images/artist/fbb7532aca3a91071561e8c8cadb2827/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13733,2026-01-24 08:18:44
VALORANT_deezer,VALORANT,Deezer,13529,Non spécifié,https://cdn-images.dzcdn.net/images/artist/9c3ba79eed997c70979bc6edbdd518b5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/136012742,2026-01-24 08:18:45
Fouzi Torino_deezer,Fouzi Torino,Deezer,12938,Non spécifié,https://cdn-images.dzcdn.net/images/artist/028a3b04a27686575a34b435eabe4b8d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7874592,2026-01-24 08:18:45
De Hofnar_deezer,De Hofnar,Deezer,12931,Non spécifié,https://cdn-images.dzcdn.net/images/artist/974b0184cd7e6f7b8cfd331cc1f6346e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5387928,2026-01-24 08:18:46
Poolside_deezer,Poolside,Deezer,12853,Non spécifié,https://cdn-images.dzcdn.net/images/artist/9efd3f157de0f238a08e01891c2fd383/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1088905,2026-01-24 08:18:46
Antoine Elie_deezer,Antoine Elie,Deezer,12756,Non spécifié,https://cdn-images.dzcdn.net/images/artist/996e2e3839706c62d8bcb0da7c15076a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/8681774,2026-01-24 08:18:47
Colt_deezer,Colt,Deezer,12851,Non spécifié,https://cdn-images.dzcdn.net/images/artist/4833aaec10fe2e28da50070bb77c8d31/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/507886,2026-01-24 08:18:47
Clou_deezer,Clou,Deezer,12490,Non spécifié,https://cdn-images.dzcdn.net/images/artist/f16448dd9ef8c8ef80f661252b123690/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/77163,2026-01-24 08:18:47
Jean Tonique_deezer,Jean Tonique,Deezer,12311,Non spécifié,https://cdn-images.dzcdn.net/images/artist/168a16848d693fcd0ce0b77aec391f60/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1690810,2026-01-24 08:18:48
Сергей Трофимов_deezer,Сергей Трофимов,Deezer,11846,Non spécifié,https://cdn-images.dzcdn.net/images/artist/83f1cc17e20e70199b1d68cd83721fe3/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4459137,2026-01-24 08:18:48
Laura Cahen_deezer,Laura Cahen,Deezer,11783,Non spécifié,https://cdn-images.dzcdn.net/images/artist/7b45a26bbe6bf96eae78a99232288631/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1593750,2026-01-24 08:18:49
Léonie Pernet_deezer,Léonie Pernet,Deezer,11783,Non spécifié,https://cdn-images.dzcdn.net/images/artist/559ddc302bb74fbbe997de1b903651c7/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5701960,2026-01-24 08:18:49
Diva Faune_deezer,Diva Faune,Deezer,11434,Non spécifié,https://cdn-images.dzcdn.net/images/artist/f42220c0b8f364a32f2591ff87c6fcaf/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1611138,2026-01-24 08:18:50
Rouquine_deezer,Rouquine,Deezer,11486,Non spécifié,https://cdn-images.dzcdn.net/images/artist/7d0fc155b30dcb43c6c5085afaf45d6d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/96110972,2026-01-24 08:18:50
Johnny Jane_deezer,Johnny Jane,Deezer,11458,Non spécifié,https://cdn-images.dzcdn.net/images/artist/87b3bea18408529950bc9eea097f733a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/78200722,2026-01-24 08:18:51
Soge Culebra_deezer,Soge Culebra,Deezer,11349,Non spécifié,https://cdn-images.dzcdn.net/images/artist/3baec2e402cd3746e549b7f586ce5b75/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/9305278,2026-01-24 08:18:51
Low Deep T_deezer,Low Deep T,Deezer,10796,Non spécifié,https://cdn-images.dzcdn.net/images/artist/cfa77f78c4386acb3c105c6790b15aa0/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1453262,2026-01-24 08:18:51
Naestro_deezer,Naestro,Deezer,10770,Non spécifié,https://cdn-images.dzcdn.net/images/artist/14ee32e2459b849b4306df7c5343ca64/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/14814377,2026-01-24 08:18:52
Coline Rio_deezer,Coline Rio,Deezer,10880,Non spécifié,https://cdn-images.dzcdn.net/images/artist/6e9cd4998092112e929ac094961d78a4/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/12231880,2026-01-24 08:18:52
Lulu Gainsbourg_deezer,Lulu Gainsbourg,Deezer,10585,Non spécifié,https://cdn-images.dzcdn.net/images/artist/43863de2867a999856e1600493f4c906/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1376656,2026-01-24 08:18:53
Sage_deezer,Sage,Deezer,10278,Non spécifié,https://cdn-images.dzcdn.net/images/artist/c6277c1e4da56bc0a7561aaeb63c7984/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/345686,2026-01-24 08:18:53
Magenta Club_deezer,Magenta Club,Deezer,10170,Non spécifié,https://cdn-images.dzcdn.net/images/artist/b3e7ea07e3722ee48e1cad4eab417e53/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/75964992,2026-01-24 08:18:54
Malo'_deezer,Malo',Deezer,10066,Non spécifié,https://cdn-images.dzcdn.net/images/artist/fdea9381447fc62267e59aed0c185a0a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1428115,2026-01-24 08:18:54
